01_prenom	02_genre	03_langage	04_fréquence
francesco	m	italian	0.99
franci	f	hungarian	0
francine	f	french, english	5.42
francis	m,f	english	14.24
francisca	f	spanish, portuguese	0
francisco	m	spanish, portuguese	3.73
franciscus	m	late roman	0.19
franciska	f	hungarian, slovene	0
franck	m	french	11.82
franco	m	italian	10.90
françois	m	french	30.46
françoise	f	french	20.13
frang	m	scottish	0
frangag	f	scottish	0
frank	m	english	2.61
frankie	m,f	english	0.10
franklin	m	english	2.58
franklyn	m	english	0
frannie	f	english	0
frans	m	dutch, scandinavian	0.03
franseza	f	breton	0
frantisek	m	czech	0
frantiska	f	czech	0
franz	m	german	3.22
franziska	f	german	0
fraser	m	scottish, english	0.35
frauke	f	german	0
fravardin	m		0
frazier	m	scottish, english	0
frea	f		0
fred	m	english	9.37
freda	f	jewish, english	0
freddie	m,f	english	0.03
freddy	m	english	1.05
frédéric	m	french	7.65
frederica	f	english, portuguese	0
frederick	m	english	0.06
frederico	m	portuguese	0.06
frederik	m	danish	0.03
frederikke	f	danish	0
frédérique	f	french	5.80
fredo	m	italian	1.88
fredrick	m	english	0
fredrik	m	swedish	0
freek	m	dutch	0
freeman	m	english	0.03
freja	f	swedish	0
frey	m	norse mythology	0.10
freya	f	norse mythology	0
freyde	f	jewish	0
freyr	m	norse mythology	0
frida	f	swedish, hungarian	0.16
frideswide	f	anglo-saxon	0
fridrik	m	hungarian	0
fridtjof	m	scandinavian	0
frieda	f	english	0.10
friede	f	german	0
friedemann	m	german	0
friederike	f	german	0
friedhelm	m	german	0
friedhold	m	german	0
friedrich	m	german	1.37
frigg	f	norse mythology	0
frigyes	m	hungarian	0
fríða	f	icelandic	0
friðrika	f	icelandic	0
fritjof	m	scandinavian	0
fritz	m	german	3.12
fritzi	f	german	0.03
frode	m	danish, norwegian	0
fruma	f	jewish	0
fryderyk	m	polish	0
fu	m	chinese	0.13
fuad	m	arabic	0
fulbert	m		0
fulgencio	m	spanish	0
fulgenzio	m	italian	0
fulk	m	english	0
fulke	m	english	0
fülöp	m	hungarian	0
fulton	m	english	0.86
fulvia	f	italian, ancient roman	0
fulvio	m	italian	0.06
fyfe	m	scottish	0
fyodor	m	russian	0
gabby	m,f	english	0
gabe	m	english	0.03
gabi	m	hungarian, romanian	0
gabino	m	spanish	0
gabir	m	arabic	0
gábor	m	hungarian	0
gabr	m	arabic	0
gábriel	m	hungarian	0
gabriel	m	english, french, german, spanish, portuguese, romanian, biblical	25.20
gabriela	f	portuguese, romanian	0
gabriele (1)	m	italian	0
gabriele (2)	f	german	0
gabriella	f	italian, hungarian	1.24
gabrielle	f	french, english	17.87
gad	m	biblical	0
gadar	f	armenian	0
gae	f	english	0
gaea	f	greek mythology (latinized)	0
gaenor	f	english	0
gaétan	m	french	0.03
gaetana	f	italian	0
gaetane	f	french	0
gaetano	m	italian	0.70
gafar	m	arabic	0
gage	m	english	4.30
gaia	f	greek mythology	0
gail	f,m	english	1.27
gaila	f	english	0
gaius	m	ancient roman	0.10
gaja	f	esperanto	0
gal	f	jewish	0.22
gala	f	russian	2.39
galadriel	f	literature	0
galahad	m	welsh mythology	0.06
galal	m	arabic	0
gale	m,f	english	0.51
galen	m	english	0.03
galia	f	jewish	0
galila	f	arabic	0
galina	f	russian	0
gall	m	english	0.92
gallagher	m	irish, english	0
gallus	m	ancient roman	0.13
galya	f	russian	0
gamal	m,f	arabic	0.03
gamaliel	m	biblical	0.10
gamil	m	arabic	0
gamila	f	arabic	0
ganesh	m	indian, hindu mythology	0
ganesha	m	indian	0.03
garbhán	m	irish	0
gardenia	f	english	0
gareth	m	welsh, english	0
garey	m	english	0
garfield	m	english	0
garland	m	english	0
garnet	m,f	english	0
garnette	f	english	0
garret	m	english	0.29
garrett	m	english	0.22
garrick	m	english	0.03
garry	m	english, scottish	0
garsha	m	russian	0
garth	m	english	0
garvan	m	irish	0
gary	m	english	1.24
gáspár	m	hungarian	0
gaspar	m	spanish, portuguese	0.06
gaspard	m	french	2.23
gaspare	m	italian	0
gasparo	m	italian	0
gasper	m	slovene	0
gaston	m	french	9.37
gathbiyya	f	arabic	0
gauhar	f	arabic	0
gauri	f	indian, hindu mythology	0
gautam	m	indian	0
gautama	m	indian	0.22
gautier	m	french	2.71
gavin	m	english, scottish, welsh	1.12
gavino	m	italian	0
gavrel	m	jewish	0
gavriil	m	russian	0
gavril	m	jewish	0
gawahir	f	arabic	0
gawain	m	welsh, welsh mythology, english	0
gawdat	m	arabic	0
gawel	m	polish	0
gay	f	english	2.29
gaye	f	english	0
gayelord	m	english	0
gayla	f	english	0
gayle	f,m	english (modern)	0
gaylord	m	english	0.06
gaynor	f	english	0.03
gazbiyya	f	arabic	0
gazsi	m	hungarian	0
gbemisola	f	african	0
gearalt	m	irish	0
gearóid	m	irish	0
gebbert	m	german	0
gebhard	m	german	0
geena	f	english	0
geert	m	german, dutch	0
geffrey	m	english (modern)	0
gellért	m	hungarian	0
geltrude	f	italian	0
gemariah	m	biblical	0
gemini	m	roman mythology	0
gemma	f	italian, english	0.10
gena	f	english	0
gene	m	english	0.16
genesis	f	english	0.03
genette	f	english (modern)	0
geneva	f	english	0
geneviève	f	french	15.23
genevra	f		0
genghis	m	history	0
genie	f	english	0
genista	f	english	0
gennadi	m	russian	0
gennadius	m	ancient greek (latinized)	0
gennadiy	m	russian	0
gennady	m	russian	0
gennaro	m	italian	0.10
genoveffa	f	italian	0
genoveva	f	spanish	0.06
geoff	m	english	0
geoffrey	m	english	2.90
geoffroi	m	french	0.06
geordie	m	english	0
georg	m	german, scandinavian	0.73
george	m	english	12.36
georgene	f	english	0
georges	m	french	35.90
georgeta	f	romanian	0
georgette	f	french	1.75
georgi	m	russian, bulgarian	0
georgia	f	english	1.12
georgiana	f	english	0
georgie	m,f	english	0.03
georgina	f	english, dutch, german	0.13
georgine	f	french	0
georgios	m	greek, ancient greek	0
georgiy	m	russian	0
georgo	m	esperanto	0
geraint	m	welsh, welsh mythology	0
gérald	m	french	0.13
gerald	m	english	0.22
geraldine	f	english	0
geraldo	m	spanish	0
gerallt	m	welsh	0
gérard	m	french	7.74
gerard	m	english, dutch	0.03
gerardo	m	italian, spanish	0
gerasim	m	russian	0
gerasimos	m	greek	0
géraud	m	french	0.16
gerben	m	dutch	0
gerd	f	norse mythology	0
gerda	f	scandinavian, german, dutch	0.10
gereon	m	german	0
gerfried	m	german	0
gergely	m	hungarian	0
gergõ	m	hungarian	0
gerhard	m	german, swedish	0.22
gerhardt	m	german	0.83
gerhold	m	german	0
gerlach	m	german, dutch	0.96
gerlinde	f	german	0
germain	m	french	16.31
germaine	f	french	5.32
german	m		0.13
germano	m	italian	1.43
gernot	m	german	0
gerolamo	m	italian	0
gerolt	m	dutch	0
geronimo	m	italian	0.03
gerontius	m	late roman	0
gerrard	m	english	0
gerrit	m	dutch, frisian	0.19
gerry	m,f	english	0.06
gershom	m	biblical	0
gershon	m	biblical	0
gert	m	german	0
gertie	f	english	0
gertraud	f	german	0
gertrúd	f	hungarian	0
gertrud	f	german	0.06
gertrude	f	english, german, dutch	1.12
gertrudes	f	portuguese	0
gertrudis	f	spanish	0
gertruida	f	dutch	0
gervais	m	french	1.98
gervaise (1)	m	english	0
gervaise (2)	f	french	0
gervas	m	german	0
gervase	m	english	0
gervasio	m	italian, spanish, portuguese	0
gervasius	m		0
gerwulf	m		0
gethin	m	welsh	0
gethsemane	f	biblical	0
géza	m	hungarian	0
ghada	f	arabic	0
ghadir	f	arabic	0
ghalib	m	arabic	0
ghaliya	f	arabic	0
ghassan	m	arabic	0
ghayth	m	arabic	0
gheorghe	m	romanian	0
ghislain	m	french	0.13
ghislaine	f	french	0.19
ghufran	f	arabic	0
gia	f	english	0
giachetta	f	italian	0
giacinta	f	italian	0
giacinto	m	italian	0
giacobbe	m	italian	0
giacomo	m	italian	0.64
giada	f	italian	0
giambattista	m	italian	0
giampaolo	m	italian	0
giampiero	m	italian	0
giancarlo	m	italian	0.57
gianfranco	m	italian	0
gianluca	m	italian	0
gianluigi	m	italian	0
gianmarco	m	italian	0
gianmaria	m	italian	0
gianna	f	italian	0
gianni	m	italian	0.06
giannino	m	italian	0.03
gianpaolo	m	italian	0
gianpiero	m	italian	0
gib	m	english	0
gideon	m	biblical, english, jewish	0
giedre	f	lithuanian	0
giedrius	m	lithuanian	0
giffard	m	english	0.22
gigi	f	french	0.10
gijs	m	dutch	0
gijsbert	m	dutch	0
gil (1)	m	spanish, portuguese	0
gil (2)	m	english	0
gil (3)	m	jewish	0
gilad	m	jewish, biblical	0
gilah	f	jewish	0
gilbert	m	english, french, dutch	24.28
gilberta	f	english, dutch, german	0
gilberte	f	french	5.48
gilbertine	f		0
gilberto	m	italian, spanish	0.32
gilchrist	m	scottish	0.13
gilda	f	italian	0.10
giles	m	english	0.10
gill	m		0.29
gilles	m	french	8.76
gillespie	m	scottish	0
gillian	f	english	0
gillis	m	dutch	0
gilroy	m	irish, scottish	0
gina (1)	f	italian, english	0
gina (2)	f	japanese	0
ginette	f	english	2.45
ginevra	f	italian	0.06
ginger	f	english	0.10
ginnie	f	english	0
ginny	f	english	0
gino	m	italian	0.06
gintaras	m	lithuanian	0
gintare	f	lithuanian	0
gioacchino	m	italian	0.03
gioachino	m	italian	0
gioconda	f	italian	0.03
giordano	m	italian	0.25
giorgia	f	italian	0
giorgina	f	italian	0
giorgino	m	italian	0
giorgio	m	italian	1.18
giosetta	f	italian	0
giosuè	m	italian	0
giovanna	f	italian	0.16
giovannetta	f	italian	0
giovanni	m	italian	3.25
giraldo	m	italian	0
girish	m	indian	0
girolamo	m	italian	0.10
gisa	f	german	0
gisbert	m	german	0
gisela	f	german, dutch, spanish	0
gisèle	f	french	3.09
gisella	f	italian	0
giselle	f	french, english	4.43
gisselle	f	french, english	0
gita	f	indian	0.06
githa	f	english	0
gitta	f	german	0
gittan	f	swedish	0
gittel	f	jewish	0
giuditta	f	italian	0
giulia	f	italian	0.03
giuliana	f	italian	0
giuliano	m	italian	0.06
giulietta	f	italian	0.10
giulio	m	italian	1.47
giuseppe	m	italian	1.31
giuseppina	f	italian	0.13
giustina	f	italian	0
giustino	m	italian	0
gizella	f	hungarian	0
gizi	f	hungarian	0
gjergj	m	albanian	0
gjon	m	albanian	0
gjord	m	swedish	0
gjurd	m	norwegian	0
gladwin	m	english	0
gladwyn	m	english	0
gladys	f	welsh, english	3.63
glanville	m	english	0
glaucio	m	portuguese	0
glaw	m,f	welsh	0
gleb	m	russian	0.38
glen	m	scottish, english	0.03
glenda	f	welsh	0
glendower	m	welsh	0
glenice	f		0
glenn	m	scottish, english	0.35
glenna	f	scottish, english	0
glenys	f	welsh	0
gloria	f	english, italian, spanish, portuguese	5.07
glorinda	f	esperanto	0
glory	f	english	0.06
glukel	f	jewish	0
glykeria	f	greek	0
glyn	m	welsh	0
glyndwr	m	welsh	0
glynis	f	welsh	0
glynn	m	welsh	0
gnaeus	m	ancient roman	0
gobán	m	irish	0
gobind	m	indian	0
gobinet	f	irish	0
gobnait	f	irish	0
gobnata	f		0
gobnet	f	irish	0
goddard	m	english	0.03
godelieve	m	french, dutch	0
godfrey	m	english	0.03
godfried	m	dutch	0
godiva	f	english	0.06
godofredo	m	spanish, portuguese	0
godric	m	english	0
godwin	m	english	0.19
goffredo	m	italian	0.03
gofraidh	m	irish	0
goibniu	m	irish mythology	0
göker	m	turkish	0
golda	f	jewish	0.06
goldie	f	jewish, english	0.06
goliath	m	biblical	0.64
gomer	m	biblical, english	0
gonca	f	turkish	0
gonçalo	m	portuguese	0
gonzalo	m	spanish	0.06
goodwin	m	english	0.13
gopal	m	indian	0
goraidh	m	scottish	0
göran	m	swedish	0
goran	m	croatian, serbian	0.03
gord	m	english	0
gordana	f	serbian, croatian	0
gorden	m	english	0
gordon	m	scottish, english	2.99
gore	m	english	0.06
goretti	f		0.03
gorka	m	basque	0
gormlaith	f	irish, scottish	0
goro	m	japanese	0.10
goronwy	m	welsh, welsh mythology	0
gosse	m	english	17.11
gösta	m	swedish	0
gotam	m	indian	0
gottfrid	m	swedish	0
gottfried	m	german	0.16
gotthard	m	german	0
gotthilf	m	german	0
gotthold	m	german	0
gottlieb	m	german	0.13
gottschalk	m	german	0.10
govad	m	?	0
govannon	m	welsh mythology	0
govind	m	indian	0
gowri	f	indian	0
goyathlay	m	native american	0
graça	f	portuguese	0.03
grace	f	english	0.51
gracia	f	spanish	0.10
graciano	m	spanish, portuguese	0
gracie	f	english	0.16
graciela	f	spanish	0
gracilia	f		0
gracja	f	polish	0
grady	m	irish, english	0
graeme	m	scottish, english	0
graham	m	scottish, english	1.08
grahame	m	scottish, english	0
gráinne	f	irish, irish mythology	0
grania	f	irish	0
grant	m	english, scottish	0.89
granville	m	english	0.57
granya	f	irish	0
gratia	f	german	0.10
gratian	m	history	0
gratien	m	french	0.54
grazia	f	italian	0.03
graziana	f	italian	0
graziano	m	italian	0
graziella	f	italian	0.13
grazyna	f	polish	0
gréagóir	m	irish	0
greer	f,m	scottish, english	0.19
greet	f	dutch	0
greetje	f	dutch	0
greg	m	english	0
greger	m	swedish	0
gregers	m	danish, norwegian	0
gregg	m	english	0
grégoire	m	french	3.89
gregor	m	german, scottish	0.19
gregorio	m	italian, spanish	0.03
gregorios	m	greek, ancient greek	0
gregory	m	english	0.86
greig	m	english	0
grenville	m	english	0.67
gresham	m	english	0.10
greta	f	swedish, german, english	0.76
gretchen	f	german	0.38
grete	f	german, danish	0
gretel	f	german	0.06
grethe	f	danish, norwegian	0
gretta	f	english	0
grgur	m	croatian	0
grid	f	norse mythology	0
grier	m	english	0
griffin	m	welsh, english	0.06
griffith	m	welsh	0.54
grigor	m	welsh	0
grigore	m	romanian	0
grigori	m	russian	0.03
grigory	m	russian	0
griogair	m	scottish	0
griselda	f	english	0.03
grisha	m	russian	0
grizel	f	scottish	0
gro	f	norwegian	0
gronw	m	welsh	0
grosvenor	m	english	0
grover	m	english	0
gruffud	m	welsh	0
gruffudd	m	welsh	0
gruffydd	m	welsh	0
grusha	f	russian	0
grwn	m	welsh	0
gry	f	norwegian	0
grzegorz	m	polish	0
guadalupe	f,m	spanish	0.32
gualter	m	portuguese	0
gualtiero	m	italian	0
guda	m	arabic	0
gudrun	f	norse mythology, scandinavian, german	0
guendolen	f		0
guenevere	f		0
guerino	m	italian	0
guglielmo	m	italian	0.19
guido	m	italian	1.82
guifré	m	catalan	0
guilherme	m	portuguese	0
guillaume	m	french	15.32
guillem	m	catalan	0
guillermo	m	spanish	0.03
guinevere	f	english, welsh mythology	0
guiomar	m,f	spanish, portuguese	0
guiscard	m	english	0.06
gül	f	turkish	0
gul	f	iranian	0
gülbahar	f	turkish	0
gulbahar	f	iranian	0
gülistan	f	turkish	0
gulistan	f	iranian	0
gull	f	scandinavian	0.16
gulzar	m,f	arabic, iranian	0
gunda	f	german, scandinavian	0
gundula	f	german	0.03
gunhild	f	scandinavian	0
gunhilda	f	scandinavian	0
gunilla	f	swedish	0
gunnar	m	scandinavian	0.13
gunne	m	scandinavian	0
gunnhild	f	norwegian	0
gunnvor	f	norwegian	0
günter	m	german	0
gunter	m	german	0
günther	m	german	0.06
gunther	m	german	0.06
guntram	m	german	0.03
gunvor	f	scandinavian	0
gus (1)	m	english, scottish	0
gus (2)	m	greek	0
gussie	f	english	0
gusta	f		0
gustaf	m	swedish	0.10
gustav	m	scandinavian	0.57
gustave	m	french	6.31
gustavo	m	italian, spanish, portuguese	0.03
gusztáv	m	hungarian	0
guðrún	f	icelandic	0
guto	m	welsh	0
gutxi	m	basque	0
guy	m	english, french	5.61
gwallter	m	welsh	0
gwandoya	m	african	0
gwawr	f	welsh	0
gwen	f	welsh, english	0
gwenaelle	f	french	0
gwenda	f	welsh, english	0
gwendolen	f	welsh, english	0
gwendoline	f	welsh, english	0.13
gwendolyn	f	welsh, english	0
gweneth	f		0
gwenevere	f	english	0
gwenfrewi	f	welsh	0
gwenllian	f	welsh	0
gwenneth	f		0
gwenyth	f	welsh, english	0
gwil	m	welsh	0
gwilherm	m	breton	0
gwilim	m	welsh	0
gwillym	m	welsh	0
gwilym	m	welsh	0
gwladus	f	welsh	0
gwrtheyrn	m	ancient celtic	0
gwyn	m	welsh	0
gwynedd	f,m	welsh	0
gwyneira	f	welsh	0
gwyneth	f	welsh	0
gwynfor	m	welsh	0
gwynn	m	welsh	0.19
gwythyr	m	welsh	0
gyles	m	english	0
gyneth	f		0
gyöngyi	f	hungarian	0
györgy	m	hungarian	0
györgyi	f	hungarian	0
györgyike	f	hungarian	0
gyözö	m	hungarian	0
gypsy	f	english	0
gytha	f	english	0
gyula	m	hungarian	0
gyuri	m	hungarian	0
haakon	m	norwegian	0.03
habacuc	m	biblical (variant)	0.06
habakkuk	m	biblical	0
habib	m	arabic	0.06
habiba	f	arabic	0
hachiro	m	japanese	0
hadar	f,m	jewish	0
hadassah	f	biblical, jewish	0
hades	m	greek mythology	0
hadewych	f	dutch	0
hadi	m	arabic	0.03
hadil	f	arabic	0
hadjara	f	arabic	0
hadley	f,m	english	0.13
hadrian	m	history	0
hadrianus	m	ancient roman	0.06
hadya	f	arabic	0
hadyn	m		0
hafeez	m	indian	0
hafiz	m	arabic	0
hafsa	f	arabic	0
hafsah	f	arabic	0
hafza	f	arabic	0
hagan	m	german	0
hagar	f	biblical	0
hagen	m	danish	0.06
haggai	m	biblical	0
hagir	f	arabic	0
hagop	m	armenian	0
hai	m	chinese	0.16
haidar	m	arabic	0
haidee	f	english	0
haider	m	arabic	0
haifa	f	arabic	0
hailee	f	english (modern)	0
hailey	f	english	0
hajar	f	arabic	0
hajna	f	hungarian	0
hajnal	f	hungarian	0
hajnalka	f	hungarian	0
hákan	m	ancient scandinavian, icelandic	0
håkan	m	swedish	0
hakan	m	turkish	0
hakeem	m	arabic	0
hakim	m	arabic	0.10
håkon	m	norwegian	0
hal	m	english	0.16
hala	f	arabic	0.10
halcyon	f		0
halcyone	f	greek mythology (latinized)	0
haldor	m	danish, norwegian	0
hale	m	english	0.48
haleigh	f	english (modern)	0
haley	f	english	0
halina	f	polish	0
hall	m	english	18.54
hallam	m	english	0
halldór	m	icelandic	0
halldor	m	danish, norwegian	0
halldóra	f	icelandic	0
halle (1)	m	scandinavian	0
halle (2)	f	english	0
hallie	f	english	0
hallvard	m	norwegian	0
halstein	m	norwegian	0
halsten	m	swedish	0
halvar	m	swedish	0
halvard	m	norwegian	0
halvdan	m	norwegian	0
halvor	m	norwegian, danish	0
ham	m	biblical	0.10
hamid	m	arabic	4.49
hamilcar	m	history	0.10
hamilton	m	english	2.36
hamish	m	scottish	0
hamlet	m	literature	1.34
hammond	m	english	0.19
hamnet	m		0
hamo	m		0
hamon	m		0.13
hampus	m	swedish	0
hamza	m	arabic	0
hana	f	arabic	0
hanaa	f	arabic	0
hanan	f	arabic	0
hananiah	m	biblical	0
hande	f	turkish	0
hani	m	arabic	0
hania	f	polish	0
haniyya	f	arabic	0
hank	m	english	0.06
hanke	m	german	0
hanna	f	finnish, polish, ukrainian, scandinavian, icelandic	0.03
hannah	f	english, jewish, french, biblical	0.10
hanne	f	german	0
hannelore	f	german	0
hannes	m	dutch	0
hannibal	m	history	0.38
hannu	m	finnish	0
hans	m	german, dutch, scandinavian	3.85
happy	m,f	english	0.80
harald	m	scandinavian, german	0.10
haraldur	m	icelandic	0
harding	m	english	0.03
hardy	m	english	2.55
hari	m	indian	0.25
harinder	m	indian	0
harish	m	indian	0.03
harith	m	arabic	0
harlan	m	english	0.32
harland	m	english	0
harley	m,f	english	0.67
harmon	m	english	0
harmonia	f	greek mythology	0
harmonie	f	english (modern)	18.67
harmony	f	english	0.03
harold	m	english	0.99
haroun	m	arabic	0.16
harper	m,f	english	0.10
harriet	f	english	0
harriett	f	english	0
harrietta	f	english	0
harriette	f	english	0
harris	m	english	0.99
harrison	m	english	1.12
harry	m	english	1.66
hartley	m,f	english	0.35
hartmann	m	german	0.48
hartmut	m	german	0
hartwig	m	german	0
hartwin	m	german	0
haruko	f	japanese	0
harun	m	arabic	0
harve	m	english	0
harvey	m	english	0.48
harvie	m	english	0
hasan	m	arabic	0
hasdrubal	m	history	0
hashim	m	arabic	0
hasim	m	arabic	0
haskel	m	jewish	0
hassan	m	arabic	2.23
hathor	f	egyptian mythology (hellenized)	0.06
hatim	m	arabic	0
hattie	f	english	0
hatty	f	english	0
haukea	f	hawaiian	0
haul	m	welsh	0
hava	f	jewish	0
håvard	m	norwegian	0
havel	m	czech, slovak	0
haven	f	english	0.25
havilah	f,m	biblical	0
havva	f	turkish	0
haydee	f	english (modern)	0
hayden	m		0.03
hayder	m	arabic	0
haydn	m		1.12
hayfa	f	arabic	0
haylee	f	english (modern)	0
hayleigh	f	english (modern)	0
hayley	f	english	0
haylie	f	english	0
haytham	m	arabic	0
haywood	m	english	0
hazael	m	biblical	0
hazan	f	turkish	0.03
haze	f	english	0
hazel	f	english	0
headley	m	english	0
heath	m	english	0.16
heather	f	english	0
heaven	f	english	0
hebe	f	greek mythology	0
hebel	m	jewish	0
heber (1)	m	irish	0
heber (2)	m	biblical	0
hecate	f	greek mythology (latinized)	0
heck	m	scottish	0.10
heckie	m	scottish	0
hector	m	english, french, spanish	5.89
hedda	f	norwegian	0.03
heddwyn	m	welsh	0
hedley	m	english	0.13
hedvig	f	scandinavian	0
hedwig	f	german	0.13
hedy	f	german	0
hege	f	norwegian, danish	0
heida	f		0
heidi	f	german, english	0
heidrun	f	norse mythology	0
heike	f	german, frisian, dutch	0
heikki	m	finnish	0
heiko	m	german, frisian, dutch	0
heilwig	f	german	0
heilyn	m	welsh	0
heiner	m	german	0
heino	m	german	0
heinrich	m	german	3.50
heinz	m	german	0.45
heitor	m	portuguese	0
helah	f	biblical	0
helder	m	portuguese	0.03
heledd	f	welsh	0
helen	f	english	1.18
helena	f	german, dutch, scandinavian, portuguese, polish, finnish	0.32
hélène	f	french	20.13
helene	f	german	0
helfried	m	german	0
helga	f	scandinavian, german	0
helge	m	scandinavian	0
heliodoro	m	spanish, portuguese	0
helios	m	greek mythology	0
hellä	f	finnish	0
hella	f	scandinavian, german	0
helladius	m	ancient greek (latinized)	0
hellen	f	english	0
helma	f	german	0
helmfrid	m	german	0
helmfried	m	german	0
helmi	f	finnish	0
helmine	f	german	0
helmut	m	german	0.70
helmuth	m	german	0
héloïse	f	french	2.01
hemi	m	maori	0
hemming	m	scandinavian	0
hena	f	jewish	0
henda	f	jewish	0
hendel	f	jewish	0
henderson	m	english	0.25
hendrik	m	dutch, german	0.03
heng	m	chinese	0
hengist	m	ancient germanic	0
henk	m	dutch	0
hennie	f	english	0
henning	m	german, danish, norwegian	0
henri	m	french	119.43
henrietta	f	english	0.06
henriette	f	french	1.50
henrik	m	scandinavian, german, hungarian	0.06
henrike	f	german, scandinavian	0
henrique	m	portuguese	0.03
henry	m	english	10.07
henryk	m	polish	0
henye	f	jewish	0
hephaestus	m	greek mythology (latinized)	0
hephzibah	f	biblical	0
hepsie	f	english	0
hepzibah	f	biblical (variant)	0
hera	f	greek mythology	0.06
heracleitus	m	ancient greek (latinized)	0
herakleides	m	ancient greek	0
herakles	m	greek mythology	0
herb	m	english	0.06
herbert	m	english, german, french	2.90
herberto	m	spanish, portuguese	0
herbie	m	english	0
hercule	m	french	2.61
hercules	m	roman mythology	0.32
hereward	m		0.03
heribert	m	german	0
heriberto	m	spanish, portuguese	0
herk	m		0
herleif	m	ancient scandinavian	0
herman	m	english	0.25
hermann	m	german	5.10
hermanni	m	finnish	0
hermenegildo	m	spanish, portuguese	0
hermes	m	greek mythology	0.03
hermia	f	german	0.03
hermine	f	german, french	2.23
hermione	f	greek mythology	0.25
hermogenes	m	ancient greek	0
hermokrates	m	ancient greek	0
hermolaos	m	ancient greek	0
hernán	m	spanish	0
hernando	m	spanish	0
hero	f	greek mythology	4.33
herod	m	biblical	0
herodion	m	biblical	0
herodotus	m	ancient greek (latinized)	0
heron	m	english	0
herschel	m	jewish	1.40
hersh	m	jewish	0
hershel	m	jewish	0
hervé	m	french	10.19
hervey	m	english	0.03
heshel	m	jewish	0
hesiod	m	history	0
hester	f	english	0.03
hestia	f	greek mythology	0.03
hettie	f	english	0
heulog	f,m	welsh	0
heulwen	f	welsh	0
hewie	m	english	0
heydar	m	iranian	0
hezekiah	m	biblical	0
hiawatha	m	history, native american	0
hiba	f	arabic	0.51
hideaki	m	japanese	0
hieronymus	m	german	0.10
higini	m	catalan	0
hikari	f	japanese	0
hikaru	m	japanese	0
hikmat	m,f	arabic	0
hilaire	m	french	5.13
hilaria	f	ancient roman, spanish	0
hilary	f,m	english	0
hilbert	m		3.54
hilda	f	english, german, dutch, scandinavian	1.18
hilde	f	german, dutch	0.06
hildebrand	m	german	0.03
hildegard	f	german, scandinavian	0
hildegarde	f	german, scandinavian	0.03
hildur	f	icelandic	0
hillary	f,m	english	0.06
hillel	m	biblical, jewish	0.10
hillevi	f	danish	0
hiltraud	f	german	0
hiltrud	f	german	0
hiltrude	f	german	0
hind	f	arabic	0
hinrich	m	german	0
hinrik	m	icelandic	0
hipolito	m	spanish, portuguese	0
hippocrates	m	ancient greek (latinized)	0
hippolyta	f	greek mythology (anglicized)	0
hippolyte	f,m	greek mythology, french	1.82
hippolytos	m	greek mythology, ancient greek	0
hiram	m	biblical, english	0.22
hiroko	f	japanese	0
hiroshi	m	japanese	0
hirsh	m	jewish	0
hisein	m	arabic	0
hisham	m	arabic	0
hitomi	f	japanese	0.03
hizkiah	m	biblical (variant)	0
hjalmar	m	scandinavian	0
hjördis	f	scandinavian	0
hjörtur	m	icelandic	0
hoa	f	vietnamese	0.03
hodel	f	jewish	0
hohepa	m	maori	0
hokolesqua	m	native american	0
holden	m	english	0.13
holger	m	scandinavian	0.03
hollie	f	english	0
hollis	m,f	english	0.03
holly	f	english	0.06
homer	m	english	0.10
honey	f	english	0.22
hòng	f	vietnamese	0
honor	f	english, irish	0.19
honora	f	irish	0.22
honorata	f	polish	0
honoratus	m	ancient roman	0
honoré	m	french	5.45
honoria	f	late roman	0
honorine	f	french	0.38
honorius	m	late roman	0.25
honour	f	english	0
hooda	f	arabic	0
hopcyn	m	welsh	0
hope	f	english	0.29
hopkin	m	english	0
horace	m	english, french	1.88
horacio	m	spanish, portuguese	0
horatia	f	ancient roman	0
horatio	m	english	0.32
horatius	m	ancient roman	0
hormazd	m		0
hormazed	m		0
horsa	m	ancient germanic	0
horst	m	german	0.19
hortense	f	french	2.39
hortensia	f	ancient roman, english, spanish	3.92
horus	m	egyptian mythology (hellenized)	0.22
hosanna	f,m		0.29
hosannah	f,m		0.19
hosea	m	biblical	0
hoshi	f	japanese	0
hosni	m	arabic	0
hotaka	m	japanese	0
hotaru	f	japanese	0
houda	f	arabic	0
hourig	f	armenian	0
houssam	m	arabic	0
hovhannes	m	armenian	0
hovsep	m	armenian	0
howard	m	english	0.32
howell	m	welsh	0.35
howie	m	english	0
hoyt	m		0
hrafn	m	icelandic, ancient scandinavian	0
hristina	f	bulgarian	0
hrodohaidis	f		0
hrothgar	m	anglo-saxon	0
huan	f,m	chinese	0
huang	m,f	chinese	0.03
hubert	m	english, german, dutch, french	6.47
hubrecht	m	dutch	0.03
huda	f	arabic	0
hudes	f	jewish	0
hudson	m	english	1.05
huey	m	english	0.06
huffie	m	english	0
hugh	m	english	0.38
hughie	m	english	0
hugo	m	spanish, portuguese, english, dutch, german	12.65
hugues	m	french	0.96
hulda (1)	f	scandinavian, german	0
hulda (2)	f	biblical (variant)	0
huldah	f	biblical	0
humbert	m	english, german, french	0.83
humphrey	m	english	1.47
humphry	m	english	0.10
hùng	m	vietnamese	0
hunter	m,f	english	0.73
huo	m,f	chinese	0
hùong	f	vietnamese	0
huppert	m	german	0.03
hupprecht	m	german	0
